branch,name,slug,cid,parent,nest
HR Software,Applicant Tracking Systems (ATS),/categories/applicant-tracking-systems-ats,789,Talent Acquisition Suites Software,1
HR Software,Onboarding Software,/categories/onboarding-software,791,Talent Acquisition Suites Software,1
HR Software,Recruitment Platforms,/categories/recruitment-platforms,2740,Talent Acquisition Suites Software,1
HR Software,Video Interviewing Software,/categories/video-interviewing,261,Recruiting Software,1
HR Software,Pre-Employment Screening Software,/categories/pre-employment-screening,896,Recruiting Software,1
HR Software,Talent Assessment Software,/categories/talent-assessment-software,897,Pre-Employment Screening Software,1
HR Software,Reference Check Software,/categories/reference-check,898,Pre-Employment Screening Software,1
HR Software,Background Check Software,/categories/background-check,899,Pre-Employment Screening Software,1
HR Software,Drug Testing Software,/categories/drug-testing,1858,Pre-Employment Screening Software,1
HR Software,Technical Skills Screening Software,/categories/technical-skills-screening,1421,Pre-Employment Screening Software,1
HR Software,Other Recruiting Software,/categories/other-recruiting,793,Recruiting Software,1
HR Software,AI Interview Agent Software,/categories/ai-interview-agent,1012832,Recruiting Software,1
HR Software,AI Recruiting Software,/categories/ai-recruiting,1011644,Recruiting Software,1
HR Software,Candidate Relationship Management Software,/categories/candidate-relationship-management,1740,Recruiting Software,1
HR Software,Diversity Recruiting Software,/categories/diversity-recruiting,1635,Recruiting Software,1
HR Software,Employee Referral Software,/categories/employee-referral,1600,Recruiting Software,1
HR Software,Interview Scheduling Software,/categories/interview-scheduling,1991,Recruiting Software,1
HR Software,Job Description Management Software,/categories/job-description-management,1596,Recruiting Software,1
HR Software,Job Search Sites,/categories/job-search-sites,698,Recruiting Software,1
HR Software,Programmatic Job Advertising Software,/categories/programmatic-job-advertising,2589,Recruiting Software,1
HR Software,Recruiting Automation Software,/categories/recruiting-automation,1241,Recruiting Software,1
HR Software,Virtual Career Fair Platforms,/categories/virtual-career-fair-platforms,2698,Recruiting Software,1
HR Software,Talent Management Software,/categories/talent-management,610,HR Software,0
HR Software,Training eLearning Software,/categories/training-elearning,24,Talent Management Software,1
HR Software,Corporate Learning Management Systems,/categories/corporate-learning-management-systems,565,Training eLearning Software,1
HR Software,Course Authoring Software,/categories/course-authoring,324,Training eLearning Software,1
HR Software,Digital Credential Management Software,/categories/digital-credential-management,2344,Training eLearning Software,1
HR Software,eLearning Content Software,/categories/elearning-content,1348,Training eLearning Software,1
HR Software,Harassment Prevention Training  Software,/categories/harassment-prevention-training,2249,Training eLearning Software,1
HR Software,Learning Experience Platforms (LXP),/categories/learning-experience-platforms-lxp,1318,Training eLearning Software,1
HR Software,Mentoring Software,/categories/mentoring,1373,Training eLearning Software,1
HR Software,Microlearning Platforms,/categories/microlearning-platforms,1593,Training eLearning Software,1
HR Software,Training Management Software,/categories/training-management-systems,1313,Training eLearning Software,1
HR Software,Performance Management Software,/categories/performance-management,50,Talent Management Software,1
HR Software,Employee Engagement Software,/categories/employee-engagement,591,Talent Management Software,1
HR Software,Compensation Management Software,/categories/compensation-management,589,Talent Management Software,1
HR Software,360 Feedback Software,/categories/360-feedback-software,2833,Talent Management Software,1
HR Software,Career Management Software,/categories/career-management,1259,Talent Management Software,1
HR Software,Employee Experience Software,/categories/employee-experience,1008136,Talent Management Software,1
HR Software,Employee Recognition Software,/categories/employee-recognition,1201,Talent Management Software,1
HR Software,Exit Interview Management Software,/categories/exit-interview-management,1598,Talent Management Software,1
HR Software,Offboarding Software,/categories/offboarding,1599,Talent Management Software,1
HR Software,Relocation Management Software,/categories/relocation-management,1407,Talent Management Software,1
HR Software,Salary Benchmarking Software,/categories/salary-benchmarking,1008633,Talent Management Software,1
HR Software,Skills Management Software,/categories/skills-management,2633,Talent Management Software,1
HR Software,Succession Planning Software,/categories/succession-planning,1741,Talent Management Software,1
HR Software,Talent Intelligence Software,/categories/talent-intelligence,1983,Talent Management Software,1
HR Software,Team Building Software,/categories/team-building,1006252,Talent Management Software,1
HR Software,Core HR Software,/categories/core-hr,241,HR Software,0
HR Software,Benefits Administration Software,/categories/benefits-administration,590,HR Software,0
HR Software,Workforce Management Software,/categories/workforce-management,171,HR Software,0
HR Software,Time Tracking Software,/categories/time-tracking-software,247,HR Software,0
HR Software,Freelance Platforms,/categories/freelance-platforms,270,HR Software,0
HR Software,Staffing Software,/categories/staffing,252,HR Software,0
HR Software,Other HR Software,/categories/other-hr,99,HR Software,0
HR Software,401(k) Software,/categories/401-k,2507,HR Software,0
HR Software,Absence Management Software,/categories/absence-management-software,1595,HR Software,0
HR Software,ACA Compliance Software,/categories/aca-compliance,1012370,HR Software,0
HR Software,Benefits Support Software,/categories/benefits-support,2173,HR Software,0
HR Software,Compensation Planning Software,/categories/compensation-planning,1008699,HR Software,0
HR Software,Contractor Management Software,/categories/contractor-management,1972,HR Software,0
HR Software,Contractor of Record Software,/categories/contractor-of-record,1013825,HR Software,0
HR Software,Contractor Payment Software,/categories/contractor-payments,2873,HR Software,0
HR Software,Corporate Social Responsibility (CSR) Software,/categories/corporate-social-responsibility-csr,1695,HR Software,0
HR Software,Corporate Volunteering Platforms,/categories/corporate-volunteering-platform,1719,HR Software,0
HR Software,Corporate Wellness Software,/categories/corporate-wellness,1249,HR Software,0
HR Software,Earned Wage Access Software,/categories/earned-wage-access,2685,HR Software,0
HR Software,Employee Monitoring Software,/categories/employee-monitoring-software,63,HR Software,0
HR Software,Employee Perks Software,/categories/employee-perks,1005690,HR Software,0
HR Software,Employee Scheduling Software,/categories/employee-scheduling-software,1129,HR Software,0
HR Software,Employer of Record (EOR) Software,/categories/employer-of-record-eor,1005955,HR Software,0
HR Software,Financial Wellness Software,/categories/financial-wellness,1410,HR Software,0
HR Software,Freelancer Management Systems,/categories/freelancer-management-systems,1350,HR Software,0
HR Software,Global Employment Platforms (GEP),/categories/global-employment-platforms-gep,1005790,HR Software,0
HR Software,Global Payroll Software,/categories/global-payroll,1434,HR Software,0
HR Software,Health Savings Account (HSA) Software,/categories/health-savings-account-hsa,1007806,HR Software,0
HR Software,HR Analytics Software,/categories/hr-analytics,1128,HR Software,0
HR Software,HR Case Management Software,/categories/hr-case-management,1356,HR Software,0
HR Software,HR Compliance Software,/categories/hr-compliance,1857,HR Software,0
HR Software,HR Service Delivery Software,/categories/hr-service-delivery,1499,HR Software,0
HR Software,I-9 Compliance Software,/categories/i-9-compliance,1012965,HR Software,0
HR Software,Job Board Software,/categories/job-board,2688,HR Software,0
HR Software,Lifestyle Spending Account (LSA) Software,/categories/lifestyle-spending-account-lsa,1007243,HR Software,0
HR Software,Org Chart Software,/categories/org-chart,1533,HR Software,0
HR Software,Pay Equity Software,/categories/pay-equity,1003077,HR Software,0
HR Software,Payroll Software,/categories/payroll,162,HR Software,0
HR Software,PEO Providers,/categories/peo-providers,1380,HR Software,0
HR Software,Talent Marketplace Platforms,/categories/talent-marketplace-platforms,2786,HR Software,0
HR Software,Time & Attendance Software,/categories/time-attendance,1381,HR Software,0
HR Software,Vaccine Tracking Software,/categories/vaccine-tracking,2830,HR Software,0
HR Software,Whistleblowing Software,/categories/whistleblowing,1958,HR Software,0
HR Software,Workforce Planning Software,/categories/workforce-planning,1006516,HR Software,0
IoT Management Platforms,Digital Twin Software,/categories/digital-twin,1778,IoT Management Platforms,0
IoT Management Platforms,Edge AI Platforms Software,/categories/edge-ai-platforms,1010022,IoT Management Platforms,0
IoT Management Platforms,IoT Analytics Platforms,/categories/iot-analytics-platforms,1772,IoT Management Platforms,0
IoT Management Platforms,IoT Connectivity Management Software,/categories/iot-connectivity-management,2310,IoT Management Platforms,0
IoT Management Platforms,IoT Development Tools,/categories/iot-development-tools,1774,IoT Management Platforms,0
IoT Management Platforms,IoT Device Management Platforms,/categories/iot-device-management-platforms,1775,IoT Management Platforms,0
IoT Management Platforms,IoT Edge Platforms,/categories/iot-edge-platforms,2495,IoT Management Platforms,0
IoT Management Platforms,IoT Operating Systems,/categories/iot-operating-systems,1776,IoT Management Platforms,0
IoT Management Platforms,IoT Platforms,/categories/iot-platforms,1773,IoT Management Platforms,0
IoT Management Platforms,Other IoT Software,/categories/other-iot,1777,IoT Management Platforms,0
IT Infrastructure Software,Infrastructure as a Service (IaaS) Software,/categories/infrastructure-as-a-service-iaas,80,IT Infrastructure Software,0
IT Infrastructure Software,Active Metadata Management Software,/categories/active-metadata-management,1003209,IT Infrastructure Software,0
IT Infrastructure Software,Address Verification Tools,/categories/address-verification,1904,IT Infrastructure Software,0
IT Infrastructure Software,AIOps Tools,/categories/aiops-platforms,2107,IT Infrastructure Software,0
IT Infrastructure Software,Application Server Software,/categories/application-server,122,IT Infrastructure Software,0
IT Infrastructure Software,Blockchain Software,/categories/blockchain,1127,IT Infrastructure Software,0
IT Infrastructure Software,Asset Tokenization Platforms,/categories/asset-tokenization-platforms,2303,Blockchain Software,1
IT Infrastructure Software,Blockchain Analysis Tools,/categories/blockchain-analysis-tools,2304,Blockchain Software,1
IT Infrastructure Software,Blockchain as a Service Providers,/categories/blockchain-as-a-service,2305,Blockchain Software,1
IT Infrastructure Software,Blockchain Payment Systems,/categories/blockchain-payments,2307,Blockchain Software,1
IT Infrastructure Software,Blockchain Platforms,/categories/blockchain-platforms,1234,Blockchain Software,1
IT Infrastructure Software,Blockchain Security Software,/categories/blockchain-security,2308,Blockchain Software,1
IT Infrastructure Software,Cryptocurrency Software,/categories/cryptocurrency,1223,Blockchain Software,1
IT Infrastructure Software,Crypto Accounting Software,/categories/crypto-accounting,1007442,Cryptocurrency Software,1
IT Infrastructure Software,Cryptocurrency Custody Software,/categories/cryptocurrency-custody,1795,Cryptocurrency Software,1
IT Infrastructure Software,Cryptocurrency Exchanges,/categories/cryptocurrency-exchanges,1225,Cryptocurrency Software,1
IT Infrastructure Software,Crypto Mining Software,/categories/cryptocurrency-mining,1227,Cryptocurrency Software,1
IT Infrastructure Software,Cryptocurrency Payment Gateways,/categories/cryptocurrency-payment-gateways,1228,Cryptocurrency Software,1
IT Infrastructure Software,Cryptocurrency Remittance Software,/categories/cryptocurrency-remittance,2345,Cryptocurrency Software,1
IT Infrastructure Software,Cryptocurrency Wallets,/categories/cryptocurrency-wallets,1226,Cryptocurrency Software,1
IT Infrastructure Software,Stablecoin Infrastructure Software,/categories/stablecoin-infrastructure,1012601,Cryptocurrency Software,1
IT Infrastructure Software,NFT Platforms,/categories/nft-platforms,1002880,Blockchain Software,1
IT Infrastructure Software,Smart Contracts Software,/categories/smart-contracts,2309,Blockchain Software,1
IT Infrastructure Software,Cloud File Storage Software,/categories/cloud-file-storage,1430,IT Infrastructure Software,0
IT Infrastructure Software,Database Software,/categories/database-software,103,IT Infrastructure Software,0
IT Infrastructure Software,Relational Databases,/categories/relational-databases,301,Database Software,1
IT Infrastructure Software,NoSQL Databases,/categories/nosql-databases,302,Database Software,1
IT Infrastructure Software,Document Databases,/categories/document-databases,306,NoSQL Databases,1
IT Infrastructure Software,Key Value Databases,/categories/key-value-databases,307,NoSQL Databases,1
IT Infrastructure Software,Object-Oriented Databases,/categories/object-oriented-databases,305,NoSQL Databases,1
IT Infrastructure Software,Other Non-Relational Databases Software,/categories/other-non-relational-databases,308,NoSQL Databases,1
IT Infrastructure Software,RDF Databases,/categories/rdf-databases,542,NoSQL Databases,1
IT Infrastructure Software,Wide Column Database Software,/categories/wide-column-database,1003011,NoSQL Databases,1
IT Infrastructure Software,XML Databases,/categories/xml-databases,541,NoSQL Databases,1
IT Infrastructure Software,Database Management Systems (DBMS),/categories/database-management-systems-dbms,303,Database Software,1
IT Infrastructure Software,Big Data Software,/categories/big-data,214,Database Software,1
IT Infrastructure Software,Big Data Analytics Software,/categories/big-data-analytics,1041,Big Data Software,1
IT Infrastructure Software,Big Data Processing And Distribution Systems,/categories/big-data-processing-and-distribution,1042,Big Data Software,1
IT Infrastructure Software,Event Stream Processing Software,/categories/event-stream-processing,1509,Big Data Software,1
IT Infrastructure Software,Database as a Service (DBaaS) Providers,/categories/database-as-a-service-dbaas,318,Database Software,1
IT Infrastructure Software,Database Comparison Software,/categories/database-comparison,1971,Database Software,1
IT Infrastructure Software,Desktop Database Software,/categories/desktop-database,538,Database Software,1
IT Infrastructure Software,Real-time Analytic Database Software,/categories/real-time-analytic-database,1006054,Database Software,1
IT Infrastructure Software,Structured Data Archiving and Application Retirement Software,/categories/structured-data-archiving-and-application-retirement,1484,Database Software,1
IT Infrastructure Software,Time Series Databases,/categories/time-series-databases,1761,Database Software,1
IT Infrastructure Software,Vector Database Software,/categories/vector-database,1005558,Database Software,1
IT Infrastructure Software,Data Center Infrastructure Management (DCIM) Software,/categories/data-center-infrastructure-management-dcim,1298,IT Infrastructure Software,0
IT Infrastructure Software,Data Center Networking Solutions,/categories/data-center-networking,1299,IT Infrastructure Software,0
IT Infrastructure Software,Data Exchange Platforms,/categories/data-exchange-platforms,2387,IT Infrastructure Software,0
IT Infrastructure Software,Data Fabric Software,/categories/data-fabric,2394,IT Infrastructure Software,0
IT Infrastructure Software,Data Integration Tools,/categories/data-integration-tools,78,IT Infrastructure Software,0
IT Infrastructure Software,Cloud Data Integration Software,/categories/cloud-data-integration,266,Data Integration Tools,1
IT Infrastructure Software,Big Data Integration Platforms,/categories/big-data-integration-platforms,1186,Cloud Data Integration Software,1
IT Infrastructure Software,Cloud Migration Software,/categories/cloud-migration,1190,Cloud Data Integration Software,1
IT Infrastructure Software,Embedded Integration Platforms,/categories/embedded-integration-platforms,2838,Cloud Data Integration Software,1
IT Infrastructure Software,Enterprise Service Bus (ESB) Software,/categories/enterprise-service-bus-esb,1185,Cloud Data Integration Software,1
IT Infrastructure Software,ETL Tools,/categories/etl-tools,1181,Cloud Data Integration Software,1
IT Infrastructure Software,iPaaS Software,/categories/ipaas,1182,Cloud Data Integration Software,1
IT Infrastructure Software,Reverse ETL Software,/categories/reverse-etl,1003341,Cloud Data Integration Software,1
IT Infrastructure Software,Stream Analytics Software,/categories/stream-analytics,1184,Cloud Data Integration Software,1
IT Infrastructure Software,E-Commerce Data Integration Software,/categories/e-commerce-data-integration,1183,Data Integration Tools,1
IT Infrastructure Software,Electronic Data Interchange (EDI) Software,/categories/electronic-data-interchange-edi,104,Data Integration Tools,1
IT Infrastructure Software,File Transfer Protocol (FTP) Software,/categories/file-transfer-protocol-ftp,2364,Data Integration Tools,1
IT Infrastructure Software,Integration Brokerage  Software,/categories/integration-brokerage,1508,Data Integration Tools,1
IT Infrastructure Software,On-Premise Data Integration Software,/categories/on-premise-data-integration,267,Data Integration Tools,1
IT Infrastructure Software,Data Management Software,/categories/data-management-software,2736,IT Infrastructure Software,0
IT Infrastructure Software,Data Mapping Software,/categories/data-mapping,2193,IT Infrastructure Software,0
IT Infrastructure Software,DataOps Platforms,/categories/dataops-platforms,2686,IT Infrastructure Software,0
IT Infrastructure Software,Data Preparation Software,/categories/data-preparation,1412,IT Infrastructure Software,0
IT Infrastructure Software,Data Quality Tools,/categories/data-quality,74,IT Infrastructure Software,0
IT Infrastructure Software,Data Warehouse Solutions,/categories/data-warehouse,77,IT Infrastructure Software,0
IT Infrastructure Software,Data Warehouse Automation Software,/categories/data-warehouse-automation,2695,IT Infrastructure Software,0
IT Infrastructure Software,DDI Management Platform,/categories/ddi-management-platform,1004298,IT Infrastructure Software,0
IT Infrastructure Software,Desktop as a Service (DaaS) Providers,/categories/desktop-as-a-service-daas,2053,IT Infrastructure Software,0
IT Infrastructure Software,Graph Databases,/categories/graph-databases,304,IT Infrastructure Software,0
IT Infrastructure Software,Guest Wi-Fi Providers,/categories/guest-wi-fi-providers,1897,IT Infrastructure Software,0
IT Infrastructure Software,Hyperconverged Infrastructure (HCI) Solutions,/categories/hyperconverged-infrastructure-hci-solutions,1339,IT Infrastructure Software,0
IT Infrastructure Software,Machine Learning Data Catalog Software,/categories/machine-learning-data-catalog,1383,IT Infrastructure Software,0
IT Infrastructure Software,Managed File Transfer (MFT) Software,/categories/managed-file-transfer-mft,1535,IT Infrastructure Software,0
IT Infrastructure Software,Managed Workplace Services (MWS) Software,/categories/managed-workplace-services-mws,1500,IT Infrastructure Software,0
IT Infrastructure Software,Master Data Management (MDM) Tools,/categories/master-data-management-mdm,411,IT Infrastructure Software,0
IT Infrastructure Software,Monitoring Software,/categories/monitoring,2109,IT Infrastructure Software,0
IT Infrastructure Software,AI Agent Observability Software,/categories/ai-agent-observability,1013792,Monitoring Software,1
IT Infrastructure Software,Application Performance Monitoring (APM) Tools,/categories/application-performance-monitoring-apm,168,Monitoring Software,1
IT Infrastructure Software,Cloud Infrastructure Monitoring  Software,/categories/cloud-infrastructure-monitoring,1603,Monitoring Software,1
IT Infrastructure Software,Database Monitoring Tools,/categories/database-monitoring,1867,Monitoring Software,1
IT Infrastructure Software,Enterprise Monitoring Software,/categories/enterprise-monitoring,2126,Monitoring Software,1
IT Infrastructure Software,Hardware Monitoring Software,/categories/hardware-monitoring,2110,Monitoring Software,1
IT Infrastructure Software,Log Monitoring Software,/categories/log-monitoring,2111,Monitoring Software,1
IT Infrastructure Software,Network Monitoring Software,/categories/network-monitoring,128,Monitoring Software,1
IT Infrastructure Software,Observability Pipeline Software,/categories/observability-pipeline,1007905,Monitoring Software,1
IT Infrastructure Software,Observability Software,/categories/observability-software,2738,Monitoring Software,1
IT Infrastructure Software,Other Monitoring Software,/categories/other-monitoring,2116,Monitoring Software,1
IT Infrastructure Software,Website Monitoring Software,/categories/website-monitoring,1688,Monitoring Software,1
IT Infrastructure Software,Network as a Service (NaaS) Platforms,/categories/network-as-a-service-naas-platforms,1010653,IT Infrastructure Software,0
IT Infrastructure Software,Network Management Tools,/categories/network-management-tools,1357,IT Infrastructure Software,0
IT Infrastructure Software,Operating Systems,/categories/operating-system,148,IT Infrastructure Software,0
IT Infrastructure Software,Other Cloud Integration Software,/categories/other-cloud-integration,1187,IT Infrastructure Software,0
IT Infrastructure Software,Other IT Infrastructure Software,/categories/other-it-infrastructure,650,IT Infrastructure Software,0
IT Infrastructure Software,Remote Desktop Software,/categories/remote-desktop,890,IT Infrastructure Software,0
IT Infrastructure Software,Remote Support Software,/categories/remote-support,1207,IT Infrastructure Software,0
IT Infrastructure Software,Server Monitoring Software,/categories/server-monitoring,2112,IT Infrastructure Software,0
IT Infrastructure Software,Server Virtualization Software,/categories/server-virtualization,604,IT Infrastructure Software,0
IT Infrastructure Software,Storage Management Software,/categories/storage-management,200,IT Infrastructure Software,0
IT Infrastructure Software,Archive Storage Solutions,/categories/archive-storage-solutions,1426,Storage Management Software,1
IT Infrastructure Software,Block Storage Software,/categories/block-storage,1429,Storage Management Software,1
IT Infrastructure Software,Hybrid Cloud Storage Solutions,/categories/hybrid-cloud-storage-solutions,1428,Storage Management Software,1
IT Infrastructure Software,Object Storage Solutions,/categories/object-storage-solutions,1427,Storage Management Software,1
IT Infrastructure Software,Virtual Desktop Infrastructure (VDI) Software,/categories/virtual-desktop-infrastructure-vdi,189,IT Infrastructure Software,0
IT Infrastructure Software,Virtual Private Cloud (VPC) Software,/categories/virtual-private-cloud-vpc,1401,IT Infrastructure Software,0
IT Infrastructure Software,Virtual Routers,/categories/virtual-routers,1285,IT Infrastructure Software,0
IT Infrastructure Software,WAN Edge Infrastructure Software,/categories/wan-edge-infrastructure,1485,IT Infrastructure Software,0
IT Infrastructure Software,WAN Optimization Software,/categories/wan-optimization,1487,IT Infrastructure Software,0
IT Infrastructure Software,Web Accelerator Software,/categories/web-accelerator,653,IT Infrastructure Software,0
IT Infrastructure Software,Web Client Accelerator Software,/categories/web-client-accelerator,654,Web Accelerator Software,1
IT Infrastructure Software,Web Server Accelerator Software,/categories/web-server-accelerator,655,Web Accelerator Software,1
IT Infrastructure Software,Web Data Providers Software,/categories/web-data-providers,1003440,IT Infrastructure Software,0
IT Management Software,Application Portfolio Management Software,/categories/application-portfolio-management,1203,IT Management Software,0
IT Management Software,Auto Scaling Software,/categories/auto-scaling,1004993,IT Management Software,0
IT Management Software,Cloud Cost Management Tools,/categories/cloud-cost-management,1388,IT Management Software,0
IT Management Software,Cloud Management Platforms,/categories/cloud-management-platforms,2036,IT Management Software,0
IT Management Software,Cloud Migration Assessment Tools,/categories/cloud-migration-assessment-tools,2429,IT Management Software,0
IT Management Software,Columnar Databases,/categories/columnar-databases,2546,IT Management Software,0
IT Management Software,Data as a Service (DaaS) Software,/categories/data-as-a-service-daas,1004860,IT Management Software,0
IT Management Software,Data Destruction Software,/categories/data-destruction,2591,IT Management Software,0
IT Management Software,Data Extraction Tools,/categories/data-extraction-tools,1632,IT Management Software,0
IT Management Software,Data Governance Tools,/categories/data-governance-tools,1661,IT Management Software,0
IT Management Software,Data Observability Software,/categories/data-observability,1003968,IT Management Software,0
IT Management Software,Data Recovery Software,/categories/data-recovery,1124,IT Management Software,0
IT Management Software,Disaster Recovery as a Service (DRaaS) Solutions,/categories/disaster-recovery-as-a-service-draas,1109,Data Recovery Software,1
IT Management Software,Backup Software,/categories/backup,206,Data Recovery Software,1
IT Management Software,Database Backup Software,/categories/database-backup,1846,Backup Software,1
IT Management Software,Data Replication Software,/categories/data-replication,2329,Backup Software,1
IT Management Software,Email Backup Software,/categories/email-backup,1005026,Backup Software,1
IT Management Software,File Recovery Software,/categories/file-recovery-software,1516,Backup Software,1
IT Management Software,Hard Drive Cloning Software,/categories/hard-drive-cloning,1584,Backup Software,1
IT Management Software,Online Backup Software,/categories/online-backup,1518,Backup Software,1
IT Management Software,PC Backup Software,/categories/pc-backup,2635,Backup Software,1
IT Management Software,SaaS Backup Software,/categories/saas-backup,1515,Backup Software,1
IT Management Software,Server Backup Software,/categories/server-backup,1517,Backup Software,1
IT Management Software,Disaster Recovery Software,/categories/disaster-recovery,2227,Data Recovery Software,1
IT Management Software,Email Archiving Software,/categories/email-archiving,1672,Data Recovery Software,1
IT Management Software,Digital Employee Experience (DEX) Management Software,/categories/digital-employee-experience-dex-management,2642,IT Management Software,0
IT Management Software,Digital Experience Monitoring (DEM) Software,/categories/digital-experience-monitoring-dem,1799,IT Management Software,0
IT Management Software,Digital Governance Software,/categories/digital-governance,1261,IT Management Software,0
IT Management Software,Disk Cleanup Software,/categories/disk-cleanup,1675,IT Management Software,0
IT Management Software,Enterprise Architecture Tools,/categories/enterprise-architecture-tools,1204,IT Management Software,0
IT Management Software,Enterprise Information Archiving Software,/categories/enterprise-information-archiving,1149,IT Management Software,0
IT Management Software,Enterprise IT Management Software,/categories/enterprise-it-management,648,IT Management Software,0
IT Management Software,Enterprise Mobility Management Software,/categories/enterprise-mobility-management,1073,IT Management Software,0
IT Management Software,File Analysis Software,/categories/file-analysis,2362,IT Management Software,0
IT Management Software,Hard Drive Partitioning Software,/categories/hard-drive-partitioning,1678,IT Management Software,0
IT Management Software,Incident Management Software,/categories/incident-management,1040,IT Management Software,0
IT Management Software,IT Alerting Software,/categories/it-alerting,1236,IT Management Software,0
IT Management Software,IT Asset Management Software,/categories/it-asset-management,1391,IT Management Software,0
IT Management Software,IT Financial Management (ITFM) Software,/categories/it-financial-management-itfm,1012799,IT Management Software,0
IT Management Software,IT Resilience Orchestration Automation (ITRO) Software,/categories/it-resilience-orchestration-automation-itro,1476,IT Management Software,0
IT Management Software,IT Service Management Tools,/categories/it-service-management-itsm-tools,1482,IT Management Software,0
IT Management Software,Message Queue (MQ) Software,/categories/message-queue-mq,1676,IT Management Software,0
IT Management Software,Microsoft 365 Management Tools,/categories/microsoft-365-management-tools,1951,IT Management Software,0
IT Management Software,Mobile Application Management Software,/categories/mobile-application-management,1072,IT Management Software,0
IT Management Software,Mobile Device Management (MDM) Software,/categories/mobile-device-management-mdm,161,IT Management Software,0
IT Management Software,Network Automation Tools,/categories/network-automation-tools,1478,IT Management Software,0
IT Management Software,OS Imaging & Deployment Software,/categories/os-imaging-deployment,1568,IT Management Software,0
IT Management Software,Other IT Management Software,/categories/other-it-management,175,IT Management Software,0
IT Management Software,Process Automation Software,/categories/process-automation,1255,IT Management Software,0
IT Management Software,Business Automation Platforms (BAPs),/categories/business-automation-platforms-baps,1009031,Process Automation Software,1
IT Management Software,Business Process Management Software,/categories/business-process-management,163,Process Automation Software,1
IT Management Software,Business Process Simulation Software,/categories/business-process-simulation,2586,Process Automation Software,1
IT Management Software,Decision Management Software,/categories/decision-management-platforms,2646,Process Automation Software,1
IT Management Software,Digital Process Automation (DPA) Software,/categories/digital-process-automation-dpa,1614,Process Automation Software,1
IT Management Software,Intelligent Document Processing (IDP) Software,/categories/intelligent-document-processing-idp,1006748,Process Automation Software,1
IT Management Software,Other Process Automation Software,/categories/other-process-automation,2550,Process Automation Software,1
IT Management Software,Process Mining Tools,/categories/process-mining-tools,1254,Process Automation Software,1
IT Management Software,Process Orchestration Software,/categories/process-orchestration,1007673,Process Automation Software,1
IT Management Software,Robotic Process Automation (RPA) Software,/categories/robotic-process-automation-rpa,1206,Process Automation Software,1
IT Management Software,Workflow Management Software,/categories/workflow-management,1698,Process Automation Software,1
IT Management Software,Remote Monitoring & Management (RMM) Software,/categories/remote-monitoring-management-rmm,1717,IT Management Software,0
IT Management Software,Runbook Automation Software,/categories/runbook-automation,1007574,IT Management Software,0
IT Management Software,SaaS Management Platforms (SMP),/categories/saas-management-platforms,1330,IT Management Software,0
IT Management Software,SaaS Spend Management Software,/categories/saas-spend-management,1387,IT Management Software,0
IT Management Software,SD-WAN Solutions,/categories/sd-wan,1115,IT Management Software,0
IT Management Software,Service Desk Software,/categories/service-desk,82,IT Management Software,0
IT Management Software,Software Asset Management (SAM) Tools,/categories/software-asset-management-tools,1198,IT Management Software,0
IT Management Software,Software Licensing Management Software,/categories/software-licensing-management,1009328,IT Management Software,0
IT Management Software,Technology Scouting Software,/categories/technology-scouting,2241,IT Management Software,0
IT Management Software,Telecom Expense Management (TEM) Solutions,/categories/telecom-expense-management-tem-solutions,1481,IT Management Software,0
IT Management Software,Terminal Emulator Software,/categories/terminal-emulator,1409,IT Management Software,0
IT Management Software,Unified Endpoint Management (UEM) Software,/categories/unified-endpoint-management-uem,1953,IT Management Software,0
IT Management Software,Virtual IT Labs Software,/categories/virtual-it-labs,1257,IT Management Software,0
IT Management Software,Virtual Waiting Room Software,/categories/virtual-waiting-room,1564,IT Management Software,0
IT Management Software,Wireless Expense Management (WEM) Software,/categories/wireless-expense-management-wem,1005425,IT Management Software,0
IT Management Software,Workload Automation Software,/categories/workload-automation,1375,IT Management Software,0
Marketplace Apps,ADP Marketplace Apps Software,/categories/adp-marketplace-apps,2648,Marketplace Apps,0
Marketplace Apps,Autodesk Construction Cloud Integration Partners,/categories/autodesk-construction-cloud-integration-partners,2128,Marketplace Apps,0
Marketplace Apps,AWS Marketplace Software,/categories/aws-marketplace,2598,Marketplace Apps,0
Marketplace Apps,Genesys AppFoundry Marketplace,/categories/genesys-appfoundry-marketplace,2450,Marketplace Apps,0
Marketplace Apps,Google Workspace Academic Software,/categories/google-workspace-academic,1174,Marketplace Apps,0
Marketplace Apps,Google Workspace Administration Software,/categories/google-workspace-administration,1166,Marketplace Apps,0
Marketplace Apps,Google Workspace Communication Tools,/categories/google-workspace-communication-tools,1177,Marketplace Apps,0
Marketplace Apps,Google Workspace Creative Tools,/categories/google-workspace-creative-tools,1169,Marketplace Apps,0
Marketplace Apps,Google Workspace Development Tools,/categories/google-workspace-development-tools,1170,Marketplace Apps,0
Marketplace Apps,Google Workspace ERP Software,/categories/google-workspace-erp,1167,Marketplace Apps,0
Marketplace Apps,Google Workspace for Finance Software,/categories/google-workspace-for-finance,1165,Marketplace Apps,0
Marketplace Apps,Google Workspace for HR Software,/categories/google-workspace-for-hr,1179,Marketplace Apps,0
Marketplace Apps,Google Workspace for Marketing Software,/categories/google-workspace-for-marketing,1178,Marketplace Apps,0
Marketplace Apps,Google Workspace for Sales Software,/categories/google-workspace-for-sales,1180,Marketplace Apps,0
